,treatment
15066,0
15067,1
15068,0
15069,1
15070,0
15071,0
15072,0
15073,1
15074,0
15075,1
15076,1
15077,0
15078,1
15079,1
15080,0
15081,0
15082,1
15083,1
15084,1
15085,1
15086,0
15087,1
15088,0
15089,0
15090,1
15091,1
15092,1
15093,0
15094,1
15095,1
15096,1
15097,0
15098,0
15099,0
15100,1
15101,1
15102,1
15103,0
15104,1
15105,0
15106,1
15107,0
15108,1
15109,0
15110,1
15111,0
15112,1
15113,1
15114,1
15115,0
15116,1
15117,1
15118,1
15119,0
15120,0
15121,1
15122,0
15123,1
15124,1
15125,1
15126,0
15127,0
15128,1
15129,1
15130,1
15131,0
15132,1
15133,1
15134,1
15135,1
15136,1
15137,1
15138,1
15139,1
15140,1
15141,1
15142,0
15143,1
15144,1
15145,1
15146,0
15147,1
15148,0
15149,1
15150,0
15151,0
15152,1
15153,1
15154,1
15155,1
15156,0
15157,1
15158,1
15159,0
15160,1
15161,1
15162,1
15163,1
15164,0
15165,1
15166,1
15167,1
15168,0
15169,1
15170,1
15171,0
15172,1
15173,1
15174,1
15175,0
15176,1
15177,0
15178,1
15179,0
15180,1
15181,0
15182,0
15183,1
15184,1
15185,0
15186,0
15187,0
15188,0
15189,1
15190,1
15191,0
15192,1
15193,0
15194,1
15195,0
15196,1
15197,0
15198,1
15199,0
15200,1
15201,1
15202,0
15203,1
15204,1
15205,1
15206,0
15207,1
15208,1
15209,0
15210,0
15211,0
15212,1
15213,1
15214,1
15215,1
15216,0
15217,1
15218,1
15219,0
15220,0
15221,1
15222,0
15223,1
15224,1
15225,0
15226,0
15227,1
15228,1
15229,1
15230,0
15231,0
15232,1
15233,0
15234,0
15235,1
15236,1
15237,1
15238,1
15239,0
15240,1
15241,1
15242,0
15243,1
15244,1
15245,1
15246,1
15247,1
15248,1
15249,0
15250,0
15251,1
15252,1
15253,0
15254,1
15255,1
15256,1
15257,0
15258,1
15259,1
15260,1
15261,1
15262,1
15263,1
15264,1
15265,1
15266,0
15267,1
15268,0
15269,1
15270,0
15271,0
15272,0
15273,1
15274,1
15275,1
15276,0
15277,1
15278,1
15279,0
15280,0
15281,0
15282,0
15283,1
15284,1
15285,0
15286,1
15287,1
15288,1
15289,1
15290,1
15291,1
15292,0
15293,1
15294,1
15295,0
15296,1
15297,1
15298,1
15299,1
15300,0
15301,1
15302,1
15303,1
15304,0
15305,1
15306,1
15307,0
15308,1
15309,0
15310,0
15311,0
15312,0
15313,1
15314,0
15315,1
15316,1
15317,0
15318,1
15319,1
15320,1
15321,1
15322,1
15323,0
15324,0
15325,1
15326,1
15327,0
15328,1
15329,1
15330,0
15331,0
15332,1
15333,1
15334,0
15335,1
15336,1
15337,1
15338,1
15339,1
15340,1
15341,1
15342,1
15343,0
15344,0
15345,1
15346,1
15347,1
15348,1
15349,0
15350,0
15351,0
15352,0
15353,1
15354,1
15355,1
15356,0
15357,1
15358,1
15359,1
15360,1
15361,0
15362,1
15363,0
15364,1
15365,1
15366,1
15367,1
15368,1
15369,1
15370,1
15371,1
15372,0
15373,1
15374,1
15375,1
15376,1
15377,0
15378,0
15379,1
15380,1
15381,1
15382,1
15383,0
15384,0
15385,0
15386,1
15387,0
15388,1
15389,0
15390,1
15391,0
15392,1
15393,1
15394,1
15395,0
15396,1
15397,0
15398,0
15399,0
15400,1
15401,0
15402,0
15403,1
15404,0
15405,0
15406,0
15407,1
15408,1
15409,1
15410,0
15411,1
15412,0
15413,1
15414,0
15415,1
15416,1
15417,1
15418,0
15419,1
15420,0
15421,0
15422,1
15423,1
15424,0
15425,0
15426,1
15427,0
15428,0
15429,1
15430,1
15431,0
15432,1
15433,0
15434,0
15435,1
15436,1
15437,0
15438,0
15439,1
15440,0
15441,1
15442,1
15443,1
15444,0
15445,1
15446,1
15447,1
15448,1
15449,1
15450,1
15451,1
15452,1
15453,1
15454,1
15455,0
15456,0
15457,1
15458,1
15459,0
15460,1
15461,1
15462,0
15463,1
15464,1
15465,1
15466,1
15467,0
15468,0
15469,1
15470,1
15471,0
15472,1
15473,1
15474,1
15475,1
15476,0
15477,1
15478,1
15479,1
15480,1
15481,0
15482,0
15483,0
15484,0
15485,1
15486,0
15487,1
15488,0
15489,0
15490,1
15491,1
15492,0
15493,0
15494,1
15495,1
15496,0
15497,0
15498,0
15499,1
15500,1
15501,0
15502,1
15503,1
15504,0
15505,1
15506,1
15507,1
15508,1
15509,0
15510,1
15511,1
15512,1
15513,0
15514,0
15515,1
15516,1
15517,1
15518,1
15519,1
15520,1
15521,1
15522,1
15523,0
15524,0
15525,1
15526,1
15527,1
15528,1
15529,1
15530,1
15531,1
15532,1
15533,0
15534,1
15535,0
15536,1
15537,0
15538,1
15539,1
15540,0
15541,0
15542,1
15543,0
15544,1
15545,1
15546,0
15547,1
15548,1
15549,1
15550,1
15551,1
15552,1
15553,1
15554,0
15555,1
15556,1
15557,1
15558,0
15559,0
15560,1
15561,1
15562,1
15563,0
15564,1
15565,0
15566,0
15567,1
15568,0
15569,0
15570,1
15571,1
15572,1
15573,1
15574,0
15575,0
15576,1
15577,0
15578,0
15579,0
15580,1
15581,1
15582,0
15583,1
15584,1
15585,0
15586,1
15587,1
15588,0
15589,1
15590,1
15591,0
15592,1
15593,1
15594,1
15595,1
15596,0
15597,1
15598,0
15599,1
15600,1
15601,1
15602,0
15603,1
15604,1
15605,0
15606,1
15607,0
15608,0
15609,1
15610,0
15611,1
15612,1
15613,1
15614,0
15615,0
15616,1
15617,0
15618,0
15619,1
15620,1
15621,1
15622,1
15623,1
15624,1
15625,0
15626,1
15627,0
15628,1
15629,1
15630,1
15631,1
15632,0
15633,0
15634,1
15635,0
15636,0
15637,1
15638,0
15639,1
15640,1
15641,1
15642,0
15643,1
15644,1
15645,0
15646,1
15647,1
15648,1
15649,1
15650,0
15651,1
15652,0
15653,1
15654,0
15655,1
15656,1
15657,0
15658,0
15659,1
15660,1
15661,1
15662,1
15663,0
15664,1
15665,0
15666,0
15667,0
15668,1
15669,1
15670,0
15671,0
15672,1
15673,1
15674,0
15675,1
15676,1
15677,1
15678,1
15679,0
15680,1
15681,0
15682,0
15683,1
15684,1
15685,1
15686,0
15687,1
15688,1
15689,0
15690,1
15691,1
15692,1
15693,1
15694,1
15695,0
15696,0
15697,0
15698,1
15699,0
15700,1
15701,1
15702,0
15703,1
15704,1
15705,0
15706,0
15707,1
15708,1
15709,1
15710,1
15711,0
15712,1
15713,1
15714,0
15715,1
15716,1
15717,1
15718,0
15719,1
15720,1
15721,1
15722,0
15723,0
15724,1
15725,0
15726,1
15727,1
15728,0
15729,1
15730,1
15731,1
15732,0
15733,0
15734,0
15735,1
15736,1
15737,1
15738,0
15739,0
15740,1
15741,1
15742,0
15743,0
15744,0
15745,1
15746,0
15747,1
15748,1
15749,0
15750,1
15751,0
15752,1
15753,0
15754,0
15755,1
15756,1
15757,0
15758,0
15759,1
15760,1
15761,1
15762,1
15763,1
15764,1
15765,1
15766,1
15767,1
15768,1
15769,0
15770,0
15771,1
15772,0
15773,1
15774,0
15775,0
15776,0
15777,1
15778,1
15779,1
15780,1
15781,1
15782,0
15783,1
15784,0
15785,1
15786,1
15787,1
15788,1
15789,0
15790,1
15791,1
15792,0
15793,1
15794,0
15795,1
15796,0
15797,1
15798,1
15799,1
15800,1
15801,1
15802,1
15803,0
15804,1
15805,1
15806,1
15807,1
15808,1
15809,0
15810,1
15811,1
15812,0
15813,1
15814,0
15815,1
15816,1
15817,1
15818,0
15819,1
15820,1
15821,1
15822,1
15823,1
15824,1
15825,1
15826,1
15827,0
15828,0
15829,0
15830,1
15831,1
15832,1
15833,1
15834,1
15835,1
15836,1
15837,0
15838,0
15839,1
15840,1
15841,1
15842,0
15843,1
15844,1
15845,1
15846,0
15847,0
15848,1
15849,0
15850,0
15851,1
15852,1
15853,1
15854,1
15855,1
15856,0
15857,1
15858,1
15859,1
15860,0
15861,1
15862,1
15863,0
15864,1
15865,1
15866,1
15867,0
15868,0
15869,0
15870,1
15871,1
15872,0
15873,0
15874,1
15875,0
15876,1
15877,1
15878,1
15879,1
15880,1
15881,0
15882,0
15883,0
15884,1
15885,1
15886,1
15887,1
15888,1
15889,1
15890,1
15891,1
15892,1
15893,1
15894,0
15895,0
15896,0
15897,0
15898,1
15899,1
15900,1
15901,1
15902,1
15903,0
15904,1
15905,1
15906,1
15907,1
15908,1
15909,1
15910,1
15911,0
15912,1
15913,1
15914,0
15915,1
15916,1
15917,1
15918,0
15919,1
15920,0
15921,0
15922,0
15923,1
15924,0
15925,1
15926,1
15927,1
15928,1
15929,1
15930,1
15931,0
15932,1
15933,1
15934,0
15935,0
15936,1
15937,1
15938,1
15939,1
15940,0
15941,1
15942,1
15943,1
15944,1
15945,0
15946,1
15947,1
15948,1
15949,1
15950,1
15951,1
15952,0
15953,1
15954,1
15955,1
15956,0
15957,0
15958,1
15959,0
15960,1
15961,1
15962,0
15963,0
15964,1
15965,0
15966,0
15967,0
15968,1
15969,1
15970,0
15971,1
15972,0
15973,0
15974,0
15975,1
15976,0
15977,1
15978,1
15979,1
15980,0
15981,0
15982,1
15983,0
15984,0
15985,1
15986,1
15987,0
15988,0
15989,0
15990,0
15991,0
15992,1
15993,1
15994,0
15995,1
15996,1
15997,1
15998,1
15999,1
16000,1
16001,0
16002,1
16003,1
16004,1
16005,0
16006,0
16007,1
16008,1
16009,0
16010,0
16011,1
16012,1
16013,0
16014,1
16015,1
16016,0
16017,1
16018,1
16019,1
16020,0
16021,1
16022,1
16023,1
16024,0
16025,1
16026,1
16027,1
16028,1
16029,1
16030,1
16031,1
16032,1
16033,0
16034,1
16035,1
16036,0
16037,0
16038,1
16039,0
16040,1
16041,0
16042,1
16043,1
16044,1
16045,1
16046,1
16047,0
16048,1
16049,0
16050,0
16051,1
16052,0
16053,0
16054,1
16055,0
16056,1
16057,1
16058,1
16059,0
16060,0
16061,0
16062,0
16063,0
16064,0
16065,0
16066,1
16067,1
16068,1
16069,1
16070,1
16071,0
16072,0
16073,1
16074,1
16075,0
16076,0
16077,1
16078,0
16079,1
16080,1
16081,1
16082,1
16083,1
16084,0
16085,1
16086,1
16087,0
16088,0
16089,1
16090,0
16091,1
16092,1
16093,1
16094,1
16095,1
16096,0
16097,1
16098,1
16099,1
16100,1
16101,1
16102,1
16103,1
16104,1
16105,0
16106,1
16107,0
16108,1
16109,1
16110,0
16111,1
16112,1
16113,0
16114,0
16115,1
16116,0
16117,1
16118,0
16119,1
16120,1
16121,1
16122,1
16123,0
16124,1
16125,1
16126,1
16127,1
16128,1
16129,1
16130,1
16131,1
16132,1
16133,1
16134,1
16135,0
16136,1
16137,0
16138,0
16139,1
16140,1
16141,0
16142,1
16143,1
16144,1
16145,1
16146,0
16147,1
16148,1
16149,1
16150,1
16151,0
16152,0
16153,1
16154,0
16155,0
16156,1
16157,0
16158,1
16159,1
16160,1
16161,0
16162,0
16163,1
16164,0
16165,1
16166,1
16167,1
16168,0
16169,1
16170,1
16171,1
16172,1
16173,1
16174,1
16175,1
16176,1
16177,1
16178,1
16179,0
16180,0
16181,1
16182,0
16183,0
16184,0
16185,0
16186,0
16187,1
16188,1
16189,1
16190,0
16191,1
16192,1
16193,1
16194,1
16195,0
16196,1
16197,0
16198,1
16199,1
16200,0
16201,1
16202,1
16203,1
16204,1
16205,1
16206,0
16207,1
16208,0
16209,0
16210,1
16211,1
16212,1
16213,1
16214,1
16215,1
16216,1
16217,0
16218,0
16219,1
16220,0
16221,1
16222,0
16223,0
16224,0
16225,1
16226,0
16227,0
16228,0
16229,1
16230,1
16231,0
16232,1
16233,1
16234,1
16235,1
16236,1
16237,0
16238,1
16239,0
16240,1
16241,1
16242,1
16243,0
16244,0
16245,1
16246,1
16247,1
16248,1
16249,1
16250,1
16251,1
16252,1
16253,0
16254,1
16255,1
16256,1
16257,1
16258,1
16259,1
16260,0
16261,1
16262,1
16263,1
16264,0
16265,1
16266,1
16267,1
16268,1
16269,0
16270,1
16271,1
16272,0
16273,1
16274,0
16275,0
16276,1
16277,1
16278,1
16279,1
16280,1
16281,0
16282,1
16283,1
16284,1
16285,1
16286,1
16287,1
16288,0
16289,1
16290,1
16291,0
16292,0
16293,1
16294,1
16295,1
16296,1
16297,1
16298,1
16299,1
16300,0
16301,1
16302,1
16303,1
16304,0
16305,1
16306,0
16307,1
16308,1
16309,1
16310,1
16311,1
16312,0
16313,1
16314,0
16315,0
16316,1
16317,1
16318,1
16319,1
16320,0
16321,0
16322,1
16323,1
16324,1
16325,1
16326,1
16327,0
16328,0
16329,0
16330,1
16331,1
16332,1
16333,1
16334,0
16335,1
16336,1
16337,0
16338,1
16339,1
16340,0
16341,1
16342,0
16343,1
16344,0
16345,0
16346,0
16347,0
16348,0
16349,1
16350,1
16351,1
16352,1
16353,1
16354,1
16355,0
16356,1
16357,0
16358,1
16359,1
16360,1
16361,1
16362,0
16363,1
16364,1
16365,1
16366,1
16367,1
16368,0
16369,1
16370,1
16371,0
16372,1
16373,1
16374,1
16375,1
16376,1
16377,1
16378,1
16379,1
16380,0
16381,1
16382,0
16383,1
16384,1
16385,0
16386,0
16387,0
16388,1
16389,1
16390,0
16391,0
16392,1
16393,0
16394,1
16395,0
16396,1
16397,1
16398,1
16399,1
16400,1
16401,1
16402,1
16403,1
16404,0
16405,1
16406,1
16407,0
16408,1
16409,1
16410,1
16411,1
16412,0
16413,0
16414,1
16415,1
16416,1
16417,1
16418,0
16419,1
16420,1
16421,0
16422,1
16423,1
16424,1
16425,1
16426,1
16427,1
16428,1
16429,0
16430,0
16431,1
16432,0
16433,1
16434,0
16435,0
16436,1
16437,0
16438,1
16439,1
16440,0
16441,1
16442,0
16443,1
16444,1
16445,1
16446,1
16447,1
16448,1
16449,1
16450,0
16451,0
16452,0
16453,1
16454,1
16455,1
16456,1
16457,1
16458,1
16459,1
16460,1
16461,1
16462,1
16463,1
16464,1
16465,1
16466,1
16467,1
16468,1
16469,1
16470,1
16471,1
16472,1
16473,1
16474,0
16475,1
16476,0
16477,0
16478,1
16479,1
16480,1
16481,1
16482,1
16483,0
16484,0
16485,0
16486,1
16487,1
16488,0
16489,0
16490,1
16491,0
16492,0
16493,1
16494,1
16495,0
16496,1
16497,0
16498,0
16499,1
16500,1
16501,0
16502,1
16503,1
16504,0
16505,1
16506,0
16507,1
16508,1
16509,1
16510,1
16511,1
16512,1
16513,0
16514,0
16515,1
16516,1
16517,1
16518,0
16519,1
16520,1
16521,1
16522,1
16523,1
16524,1
16525,1
16526,0
16527,1
16528,0
16529,1
16530,1
16531,1
16532,1
16533,0
16534,0
16535,1
16536,1
16537,0
16538,1
16539,1
16540,0
16541,1
16542,0
16543,0
16544,0
16545,0
16546,1
16547,1
16548,1
16549,1
16550,1
16551,1
16552,1
16553,1
16554,1
16555,0
16556,0
16557,0
16558,0
16559,1
16560,1
16561,1
16562,1
16563,1
16564,1
16565,0
16566,1
16567,1
16568,1
16569,1
16570,1
16571,0
16572,1
16573,1
16574,0
16575,1
16576,1
16577,1
16578,1
16579,1
16580,1
16581,0
16582,1
16583,1
16584,1
16585,1
16586,1
16587,1
16588,1
16589,1
16590,1
16591,1
16592,1
16593,1
16594,1
16595,0
16596,1
16597,1
16598,1
16599,1
16600,1
16601,1
16602,1
16603,1
16604,1
16605,1
16606,1
16607,1
16608,1
16609,1
16610,1
16611,1
16612,1
16613,1
16614,0
16615,1
16616,1
16617,1
16618,1
16619,0
16620,1
16621,1
16622,0
16623,1
16624,0
16625,1
16626,0
16627,1
16628,1
16629,1
16630,1
16631,0
16632,1
16633,0
16634,0
16635,1
16636,1
16637,0
16638,0
16639,0
16640,1
16641,0
16642,0
16643,1
16644,1
16645,1
16646,1
16647,1
16648,1
16649,1
16650,0
16651,1
16652,1
16653,1
16654,0
16655,1
16656,1
16657,0
16658,0
16659,0
16660,1
16661,0
16662,1
16663,1
16664,0
16665,1
16666,1
16667,0
16668,1
16669,0
16670,1
16671,1
16672,1
16673,1
16674,1
16675,1
16676,1
16677,0
16678,0
16679,0
16680,0
16681,1
16682,1
16683,0
16684,0
16685,1
16686,0
16687,0
16688,0
16689,1
16690,1
16691,1
16692,1
16693,1
16694,1
16695,1
16696,0
16697,0
16698,1
16699,0
16700,0
16701,0
16702,1
16703,1
16704,1
16705,1
16706,1
16707,1
16708,0
16709,1
16710,1
16711,1
16712,1
16713,1
16714,0
16715,0
16716,1
16717,1
16718,1
16719,0
16720,1
16721,0
16722,1
16723,0
16724,1
16725,1
16726,1
16727,1
16728,1
16729,1
16730,1
16731,0
16732,1
16733,1
16734,1
16735,0
16736,0
16737,1
16738,1
16739,0
16740,1
16741,1
16742,1
16743,0
16744,0
16745,0
16746,1
16747,0
16748,1
16749,1
16750,1
16751,1
16752,1
16753,1
16754,0
16755,1
16756,0
16757,0
16758,1
16759,0
16760,1
16761,1
16762,0
16763,0
16764,1
16765,1
16766,1
16767,1
16768,1
16769,1
16770,0
16771,1
16772,0
16773,0
16774,0
16775,0
16776,1
16777,1
16778,1
16779,0
16780,1
16781,1
16782,1
16783,1
16784,1
16785,0
16786,0
16787,1
16788,1
16789,1
16790,1
16791,1
16792,1
16793,0
16794,0
16795,1
16796,0
16797,0
16798,0
16799,1
16800,1
16801,1
16802,1
16803,1
16804,1
16805,0
16806,1
16807,1
16808,0
16809,1
16810,0
16811,0
16812,0
16813,1
16814,1
16815,1
16816,1
16817,0
16818,1
16819,0
16820,1
16821,0
16822,0
16823,0
16824,0
16825,1
16826,1
16827,1
16828,1
16829,0
16830,0
16831,0
16832,0
16833,1
16834,1
16835,0
16836,0
16837,1
16838,1
16839,1
16840,1
16841,1
16842,1
16843,1
16844,0
16845,0
16846,1
16847,1
16848,0
16849,1
16850,1
16851,1
16852,1
16853,1
16854,1
16855,0
16856,0
16857,0
16858,1
16859,1
16860,0
16861,1
16862,1
16863,1
16864,0
16865,0
16866,0
16867,0
16868,0
16869,0
16870,1
16871,1
16872,0
16873,1
16874,1
16875,1
16876,0
16877,1
16878,1
16879,1
16880,0
16881,1
16882,1
16883,1
16884,1
16885,1
16886,1
16887,1
16888,1
16889,1
16890,1
16891,1
16892,1
16893,1
16894,0
16895,0
16896,0
16897,0
16898,1
16899,1
16900,1
16901,1
16902,1
16903,1
16904,1
16905,0
16906,0
16907,1
16908,1
16909,1
16910,1
16911,0
16912,0
16913,1
16914,1
16915,1
16916,0
16917,0
16918,0
16919,1
16920,0
16921,0
16922,0
16923,1
16924,0
16925,1
16926,0
16927,1
16928,0
16929,0
16930,1
16931,1
16932,0
16933,1
16934,1
16935,0
16936,0
16937,0
16938,1
16939,1
16940,1
16941,0
16942,1
16943,1
16944,1
16945,0
16946,1
16947,1
16948,0
16949,1
16950,1
16951,1
16952,1
16953,0
16954,1
16955,1
16956,1
16957,0
16958,1
16959,0
16960,1
16961,1
16962,1
16963,1
16964,1
16965,1
16966,1
16967,1
16968,1
16969,1
16970,1
16971,1
16972,0
16973,1
16974,1
16975,1
16976,1
16977,1
16978,1
16979,0
16980,1
16981,0
16982,1
16983,1
16984,1
16985,1
16986,0
16987,1
16988,0
16989,1
16990,1
16991,1
16992,1
16993,1
16994,0
16995,1
16996,0
16997,1
16998,0
16999,0
17000,1
17001,1
17002,1
17003,1
17004,0
17005,0
17006,0
17007,1
17008,1
17009,0
17010,0
17011,0
17012,1
17013,1
17014,1
17015,0
17016,1
17017,1
17018,1
17019,0
17020,1
17021,0
17022,1
17023,1
17024,0
17025,1
17026,0
17027,1
17028,1
17029,1
17030,1
17031,1
17032,1
17033,1
17034,1
17035,0
17036,1
17037,1
17038,1
17039,1
17040,0
17041,1
17042,1
17043,0
17044,0
17045,0
17046,0
17047,1
17048,1
17049,1
17050,1
17051,0
17052,0
17053,0
17054,0
17055,0
17056,0
17057,0
17058,1
17059,1
17060,1
17061,1
17062,1
17063,0
17064,1
17065,0
17066,1
17067,1
17068,1
17069,0
17070,0
17071,0
17072,0
17073,1
17074,1
17075,1
17076,0
17077,0
17078,0
17079,1
17080,0
17081,1
17082,0
17083,1
17084,1
17085,0
17086,0
17087,0
17088,1
17089,0
17090,0
17091,1
17092,0
17093,1
17094,0
17095,1
17096,0
17097,1
17098,1
17099,1
17100,1
17101,1
17102,1
17103,1
17104,1
17105,0
17106,1
17107,1
17108,0
17109,1
17110,1
17111,0
17112,1
17113,1
17114,1
17115,1
17116,1
17117,1
17118,0
17119,1
17120,1
17121,1
17122,1
17123,1
17124,1
17125,1
17126,0
17127,1
17128,1
17129,0
17130,0
17131,1
17132,1
17133,1
17134,0
17135,0
17136,1
17137,0
17138,0
17139,0
17140,0
17141,0
17142,0
17143,0
17144,0
17145,0
17146,1
17147,1
17148,1
17149,1
17150,1
17151,0
17152,0
17153,0
17154,0
17155,0
17156,0
17157,0
17158,1
17159,1
17160,1
17161,1
17162,1
17163,1
17164,0
17165,1
17166,0
17167,0
17168,1
17169,1
17170,0
17171,0
17172,1
17173,1
17174,0
17175,0
17176,0
17177,1
17178,1
17179,1
17180,0
17181,0
17182,1
17183,1
17184,1
17185,1
17186,1
17187,1
17188,0
17189,1
17190,1
17191,0
17192,1
17193,1
17194,1
17195,1
17196,1
17197,0
17198,1
17199,1
17200,0
17201,1
17202,1
17203,0
17204,1
17205,1
17206,1
17207,0
17208,1
17209,1
17210,0
17211,1
17212,0
17213,1
17214,0
17215,1
17216,1
17217,1
17218,0
17219,0
17220,0
17221,1
17222,0
17223,0
17224,0
17225,1
17226,1
17227,1
17228,0
17229,1
17230,1
17231,1
17232,1
17233,1
17234,1
17235,0
17236,1
17237,1
17238,0
17239,1
17240,1
17241,1
17242,1
17243,1
17244,0
17245,0
17246,0
17247,1
17248,1
17249,1
17250,1
17251,1
17252,0
17253,0
17254,0
17255,0
17256,1
17257,1
17258,0
17259,1
17260,0
17261,0
17262,1
17263,1
17264,1
17265,0
17266,0
17267,1
17268,0
17269,1
17270,0
17271,1
17272,1
17273,1
17274,1
17275,1
17276,1
17277,1
17278,1
17279,1
17280,1
17281,1
17282,1
17283,1
17284,1
17285,1
17286,1
17287,0
17288,1
17289,1
17290,1
17291,0
17292,1
17293,1
17294,0
17295,1
17296,1
17297,1
17298,1
17299,0
17300,1
17301,1
17302,1
17303,1
17304,0
17305,1
17306,1
17307,1
17308,1
17309,1
17310,1
17311,1
17312,1
17313,1
17314,1
17315,1
17316,0
17317,1
17318,0
17319,1
17320,1
17321,1
17322,1
17323,1
17324,0
17325,1
17326,1
17327,1
17328,1
17329,0
17330,1
17331,1
17332,1
17333,1
17334,0
17335,0
17336,1
17337,0
17338,0
17339,1
17340,1
17341,1
17342,0
17343,0
17344,0
17345,0
17346,1
17347,0
17348,1
17349,0
17350,0
17351,1
17352,1
17353,0
17354,0
17355,0
17356,1
17357,1
17358,0
17359,1
17360,0
17361,1
17362,1
17363,0
17364,1
17365,1
17366,1
17367,0
17368,1
17369,0
17370,1
17371,1
17372,1
17373,0
17374,0
17375,0
17376,1
17377,0
17378,0
17379,1
17380,1
17381,0
17382,1
17383,0
17384,0
17385,1
17386,1
17387,1
17388,0
17389,0
17390,1
17391,0
17392,1
17393,1
17394,1
17395,1
17396,0
17397,1
17398,1
17399,0
17400,1
17401,0
17402,1
17403,1
17404,1
17405,1
17406,1
17407,0
17408,1
17409,1
17410,0
17411,1
17412,1
17413,0
17414,1
17415,0
17416,1
17417,1
17418,1
17419,1
17420,1
17421,1
17422,1
17423,0
17424,1
17425,1
17426,1
17427,1
17428,1
17429,1
17430,0
17431,1
17432,1
17433,1
17434,1
17435,0
17436,0
17437,1
17438,0
17439,1
17440,1
17441,1
17442,0
17443,0
17444,1
17445,1
17446,0
17447,1
17448,0
17449,1
17450,0
17451,0
17452,1
17453,1
17454,1
17455,1
17456,1
17457,1
17458,1
17459,1
17460,0
17461,0
17462,1
17463,0
17464,1
17465,1
17466,1
17467,1
17468,0
17469,0
17470,1
17471,1
17472,1
17473,1
17474,1
17475,1
17476,1
17477,1
17478,0
17479,1
17480,1
17481,0
17482,1
17483,1
17484,1
17485,1
17486,1
17487,1
17488,1
17489,1
17490,1
17491,1
17492,0
17493,1
17494,1
17495,0
17496,1
17497,1
17498,1
17499,0
17500,1
17501,1
17502,1
17503,1
17504,1
17505,1
17506,1
17507,1
17508,1
17509,1
17510,1
17511,1
17512,1
17513,1
17514,1
17515,1
17516,0
17517,1
17518,0
17519,0
17520,1
17521,1
17522,1
17523,1
17524,1
17525,1
17526,1
17527,1
17528,1
17529,1
17530,1
17531,1
17532,1
17533,1
17534,1
17535,1
17536,1
17537,1
17538,1
17539,1
17540,1
17541,1
17542,1
17543,1
17544,1
17545,1
17546,0
17547,0
17548,1
17549,1
17550,1
17551,1
17552,1
17553,1
17554,0
17555,1
17556,1
17557,0
17558,1
17559,1
17560,1
17561,1
17562,1
17563,1
17564,1
17565,1
17566,0
17567,1
17568,1
17569,1
17570,1
17571,1
17572,0
17573,1
17574,1
17575,1
17576,1
17577,1
17578,1
17579,1
17580,1
17581,1
17582,1
17583,1
17584,1
17585,1
17586,1
17587,1
17588,1
17589,1
17590,1
17591,1
17592,1
17593,1
17594,1
17595,1
17596,1
17597,1
17598,1
17599,1
17600,1
17601,1
17602,0
17603,1
17604,1
17605,1
17606,1
17607,1
17608,1
17609,1
17610,1
17611,0
17612,0
17613,1
17614,1
17615,1
17616,1
17617,1
17618,0
17619,1
17620,1
17621,1
17622,1
17623,1
17624,1
17625,1
17626,1
17627,1
17628,1
17629,0
17630,1
17631,1
17632,1
17633,1
17634,1
17635,1
17636,1
17637,1
17638,0
17639,1
17640,1
17641,0
17642,1
17643,1
17644,0
17645,1
17646,1
17647,1
17648,1
17649,1
17650,1
17651,1
17652,1
17653,1
17654,1
17655,0
17656,1
17657,0
17658,1
17659,1
17660,1
17661,1
17662,1
17663,0
17664,1
17665,1
17666,1
17667,0
17668,1
17669,1
17670,1
17671,0
17672,1
17673,1
17674,1
17675,1
17676,1
17677,0
17678,0
17679,1
17680,1
17681,1
17682,1
17683,1
17684,1
17685,1
17686,1
17687,0
17688,1
17689,1
17690,1
17691,1
17692,1
17693,1
17694,1
17695,1
17696,0
17697,1
17698,0
17699,1
17700,1
17701,1
17702,0
17703,1
17704,1
17705,1
17706,1
17707,1
17708,1
17709,1
17710,1
17711,0
17712,1
17713,1
17714,1
17715,0
17716,1
17717,1
17718,1
17719,0
17720,1
17721,1
17722,0
17723,0
17724,1
17725,0
17726,0
17727,1
17728,1
17729,0
17730,1
17731,1
17732,1
17733,1
17734,1
17735,0
17736,1
17737,1
17738,0
17739,1
17740,1
17741,1
17742,1
17743,1
17744,1
17745,1
17746,1
17747,1
17748,1
17749,1
17750,1
17751,0
17752,1
17753,0
17754,0
17755,1
17756,1
17757,1
17758,1
17759,0
17760,1
17761,1
17762,1
17763,1
17764,1
17765,1
17766,1
17767,1
17768,1
17769,0
17770,1
17771,1
17772,1
17773,1
17774,1
17775,1
17776,1
17777,1
17778,1
17779,1
17780,0
17781,1
17782,1
17783,1
17784,1
17785,1
17786,1
17787,1
17788,1
17789,1
17790,1
17791,1
17792,1
17793,1
17794,0
17795,1
17796,1
17797,1
17798,1
17799,1
17800,1
17801,1
17802,0
17803,0
17804,1
17805,1
17806,1
17807,1
17808,1
17809,1
17810,1
17811,1
17812,1
17813,1
17814,1
17815,1
17816,0
17817,0
17818,1
17819,1
17820,1
17821,0
17822,1
17823,1
17824,1
17825,1
17826,1
17827,1
17828,0
17829,1
17830,1
17831,1
17832,1
17833,1
17834,1
17835,1
17836,1
17837,1
17838,1
17839,1
17840,1
17841,1
17842,1
17843,0
17844,0
17845,1
17846,1
17847,1
17848,1
17849,1
17850,1
17851,1
17852,0
17853,1
17854,1
17855,1
17856,1
17857,1
17858,1
17859,1
17860,1
17861,1
17862,1
17863,1
17864,0
