,outcome
533,0
534,0
535,1
536,1
537,0
538,0
539,1
540,0
541,1
542,0
543,1
544,0
545,1
546,0
547,0
548,1
549,0
550,0
551,0
552,1
553,0
554,0
555,0
556,0
557,0
558,0
559,0
560,0
561,1
562,0
563,0
564,0
565,0
566,0
567,0
568,1
569,0
570,1
571,1
572,1
573,0
574,0
575,0
576,1
577,1
578,0
579,1
580,0
581,0
582,0
583,0
584,1
585,0
586,0
587,0
588,0
589,0
590,1
591,0
592,0
593,0
594,1
595,1
596,0
597,1
598,0
599,0
600,0
601,1
602,0
603,1
604,0
605,0
606,1
607,0
608,1
609,0
610,0
611,0
612,0
613,1
614,1
615,0
616,0
617,0
618,1
619,1
620,0
621,1
622,1
623,1
624,1
625,0
626,1
627,0
628,1
629,1
630,1
631,0
632,1
633,0
634,1
635,1
636,0
637,0
638,1
639,0
640,0
641,0
642,0
643,0
644,1
645,1
646,1
647,0
648,0
649,1
650,1
651,0
652,0
653,0
654,1
655,0
656,1
657,1
658,1
659,1
660,0
661,0
662,1
663,0
664,1
665,0
666,1
667,1
668,0
669,0
670,0
671,1
672,1
673,0
674,0
675,0
676,0
677,1
678,0
679,1
680,1
681,0
682,0
683,1
684,0
685,1
686,1
687,1
688,1
689,1
690,0
691,1
692,0
693,0
694,0
695,0
696,0
697,1
698,1
699,1
700,0
701,1
702,1
703,0
704,0
705,0
706,1
707,0
708,1
709,0
710,1
711,1
712,0
713,0
714,1
715,0
716,1
717,0
718,0
719,0
720,0
721,1
722,0
723,0
724,1
725,1
726,1
727,0
728,0
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,0
737,0
738,1
739,0
740,0
741,1
742,0
743,1
744,1
745,1
746,0
747,1
748,0
749,1
750,0
751,0
752,1
753,1
754,1
755,1
756,0
757,1
758,1
759,0
760,1
761,1
762,1
763,0
764,1
765,1
766,1
767,1
768,1
769,1
770,0
771,1
772,0
773,0
774,0
775,0
776,0
777,1
778,1
779,0
780,0
781,0
782,1
783,1
784,0
785,1
786,1
787,0
788,1
789,1
790,1
791,1
792,1
793,0
794,1
795,0
796,1
797,0
798,0
799,1
800,0
801,1
802,0
803,0
804,0
805,0
806,0
807,1
808,0
809,0
810,1
811,0
812,0
813,0
814,0
815,0
816,0
817,0
818,0
819,0
820,0
821,1
822,0
823,0
824,0
825,1
826,0
827,1
828,0
829,1
830,0
831,1
832,1
833,0
834,1
835,0
836,0
837,1
838,0
839,1
840,0
841,1
842,0
843,0
844,1
845,0
846,1
847,0
848,1
849,0
850,1
851,1
852,0
853,0
854,0
855,0
856,0
857,1
858,1
859,1
860,0
861,0
862,0
863,0
864,0
865,1
866,0
867,1
868,0
869,0
870,0
871,1
872,0
873,0
874,1
875,1
876,0
877,1
878,0
879,1
880,0
881,0
882,0
883,0
884,1
885,1
886,1
887,1
888,1
889,0
890,0
891,1
892,1
893,0
894,1
895,0
896,1
897,0
898,0
899,0
900,1
901,0
902,1
903,0
904,0
905,1
906,0
907,0
908,1
909,0
910,0
911,0
912,0
913,1
914,0
915,0
916,1
917,0
918,0
919,0
920,1
921,0
922,0
923,1
924,1
925,1
926,0
927,1
928,0
929,0
930,1
931,1
932,1
933,1
934,1
935,1
936,0
937,0
938,1
939,0
940,1
941,0
942,0
943,1
944,0
945,0
946,1
947,1
948,1
949,1
950,1
951,0
952,0
953,0
954,0
955,1
956,0
957,0
958,1
959,0
960,1
961,1
962,0
963,0
964,1
965,0
966,1
967,0
968,0
969,0
970,0
971,0
972,0
973,0
974,0
975,0
976,1
977,0
978,1
979,0
980,1
981,0
982,0
983,0
984,1
985,0
986,0
987,0
988,1
989,0
990,1
991,0
992,0
993,0
994,0
995,0
996,1
997,0
998,0
999,0
1000,0
1001,1
1002,0
1003,0
1004,1
1005,0
1006,1
1007,1
1008,0
1009,0
1010,0
1011,1
1012,1
1013,0
1014,0
1015,1
1016,0
1017,0
1018,1
1019,0
1020,1
1021,0
1022,0
1023,0
1024,0
1025,0
1026,1
1027,1
1028,1
1029,0
1030,0
1031,1
1032,1
1033,1
1034,1
1035,1
1036,1
1037,0
1038,0
1039,1
1040,1
1041,0
1042,0
1043,1
1044,1
1045,0
1046,1
1047,0
1048,0
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,0
1056,1
1057,0
1058,0
1059,0
1060,0
1061,1
1062,0
1063,0
1064,1
1065,0
1066,0
1067,0
1068,0
1069,1
1070,1
1071,1
1072,0
1073,0
1074,0
1075,0
1076,0
1077,0
1078,0
1079,0
1080,0
1081,0
1082,0
1083,1
1084,0
1085,0
1086,1
1087,1
1088,1
1089,0
1090,1
1091,0
1092,0
1093,1
1094,0
1095,0
1096,1
1097,1
1098,1
1099,1
1100,0
1101,0
1102,1
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,1
1110,0
1111,0
1112,0
1113,1
1114,1
1115,0
1116,1
1117,1
1118,0
1119,1
1120,0
1121,0
1122,1
1123,0
1124,1
1125,1
1126,0
1127,1
1128,0
1129,1
1130,0
1131,0
1132,0
1133,0
1134,1
1135,0
1136,0
1137,1
1138,0
1139,0
1140,0
1141,1
1142,1
1143,1
1144,1
1145,1
1146,1
1147,1
1148,1
1149,0
1150,0
1151,0
1152,1
1153,1
1154,0
1155,1
1156,1
1157,0
1158,0
1159,1
1160,0
1161,1
1162,1
1163,1
1164,1
1165,0
1166,0
1167,0
1168,0
1169,1
1170,0
1171,0
1172,0
1173,0
1174,0
1175,0
1176,0
1177,0
1178,1
1179,0
1180,0
1181,0
1182,0
1183,0
1184,1
1185,0
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,1
1193,1
1194,1
1195,0
1196,0
1197,0
1198,0
1199,1
1200,1
1201,0
1202,1
1203,1
1204,1
1205,0
1206,0
1207,0
1208,1
1209,0
1210,1
1211,0
1212,0
1213,0
1214,1
1215,0
1216,1
1217,0
1218,0
1219,0
1220,0
1221,0
1222,0
1223,1
1224,0
1225,1
1226,1
1227,0
1228,1
1229,0
1230,0
1231,0
1232,0
1233,1
1234,0
1235,1
1236,0
1237,1
1238,0
1239,1
1240,1
1241,0
1242,0
1243,0
1244,1
1245,0
1246,0
1247,0
1248,0
1249,1
1250,1
1251,1
1252,0
1253,1
1254,0
1255,0
1256,0
1257,1
1258,0
1259,1
1260,0
1261,0
1262,1
1263,0
1264,0
1265,0
1266,0
1267,1
1268,0
1269,0
1270,1
1271,1
1272,0
1273,1
1274,0
1275,0
1276,1
1277,0
1278,0
1279,1
1280,0
1281,1
1282,1
1283,0
1284,0
1285,0
1286,1
1287,0
1288,1
1289,1
1290,0
1291,1
1292,0
1293,1
1294,0
1295,0
1296,0
1297,1
1298,0
1299,0
1300,1
1301,0
1302,0
1303,0
1304,0
1305,1
1306,0
1307,1
1308,0
1309,0
1310,0
1311,0
1312,1
1313,1
1314,0
1315,0
1316,1
1317,1
1318,0
1319,0
1320,1
1321,0
1322,1
1323,1
1324,0
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,1
1332,0
1333,1
1334,0
1335,1
1336,1
1337,0
1338,0
1339,0
1340,0
1341,0
1342,0
1343,1
1344,0
1345,1
1346,1
1347,1
1348,0
1349,0
1350,0
1351,1
1352,1
1353,0
1354,1
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,1
1364,1
1365,1
1366,0
1367,1
1368,0
1369,1
1370,1
1371,1
1372,0
1373,0
1374,0
1375,0
1376,1
1377,0
1378,1
1379,0
1380,1
1381,1
1382,0
1383,0
1384,1
1385,1
1386,1
1387,0
1388,0
1389,1
1390,0
1391,1
1392,0
1393,0
1394,0
1395,1
1396,1
1397,0
1398,0
1399,1
1400,1
1401,0
1402,1
1403,1
1404,1
1405,1
1406,0
1407,0
1408,0
1409,0
1410,0
1411,0
1412,0
1413,1
1414,1
1415,1
1416,1
1417,1
1418,0
1419,0
1420,1
1421,0
1422,0
1423,1
1424,1
1425,1
1426,0
1427,1
1428,0
1429,0
1430,1
1431,1
1432,1
1433,1
1434,1
1435,0
1436,0
1437,1
1438,1
1439,0
1440,1
1441,0
1442,0
1443,0
1444,1
1445,0
1446,1
1447,0
1448,0
1449,0
1450,1
1451,0
1452,0
1453,0
1454,0
1455,0
1456,1
1457,1
1458,1
1459,0
1460,0
1461,1
1462,1
1463,1
1464,0
1465,1
1466,0
1467,0
1468,1
1469,0
1470,1
1471,1
1472,0
1473,0
1474,0
1475,1
1476,1
1477,1
1478,0
1479,0
1480,1
1481,1
1482,1
1483,1
1484,0
1485,0
1486,0
1487,1
1488,1
1489,1
1490,0
1491,0
1492,0
1493,1
1494,0
1495,1
1496,1
1497,0
1498,0
1499,0
1500,0
1501,1
1502,1
1503,1
1504,0
1505,0
1506,0
1507,0
1508,0
1509,0
1510,0
1511,0
1512,0
1513,0
1514,0
1515,0
1516,1
1517,0
1518,0
1519,0
1520,1
1521,0
1522,0
1523,1
1524,1
1525,0
1526,0
1527,0
1528,0
1529,0
1530,1
1531,1
1532,0
1533,0
1534,1
1535,1
1536,0
1537,0
1538,1
1539,1
1540,1
1541,1
1542,1
1543,0
1544,1
1545,0
1546,1
1547,1
1548,1
1549,0
1550,1
1551,1
1552,1
1553,1
1554,0
1555,1
1556,0
1557,0
1558,0
1559,0
1560,1
1561,0
1562,0
1563,0
1564,0
1565,0
1566,0
1567,1
1568,0
1569,1
1570,0
1571,0
1572,1
1573,1
1574,0
1575,1
1576,0
1577,1
1578,0
1579,1
1580,0
1581,1
1582,1
1583,0
1584,0
1585,0
1586,0
1587,0
1588,0
1589,0
1590,0
1591,0
1592,1
1593,1
1594,1
1595,1
1596,0
1597,1
1598,1
1599,0
1600,1
1601,0
1602,0
1603,1
1604,1
1605,1
1606,1
1607,1
1608,0
1609,0
1610,1
1611,1
1612,1
1613,1
1614,0
1615,1
1616,0
1617,1
1618,0
1619,1
1620,1
1621,1
1622,1
1623,1
1624,0
1625,0
1626,1
1627,1
1628,0
1629,0
1630,0
1631,1
1632,1
1633,1
1634,1
1635,1
1636,1
1637,0
1638,1
1639,0
1640,0
1641,1
1642,1
1643,0
1644,1
1645,0
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,0
1653,0
1654,0
1655,0
1656,0
1657,0
1658,0
1659,1
1660,1
1661,1
1662,0
1663,1
1664,0
1665,0
1666,1
1667,1
1668,0
1669,1
1670,1
1671,0
1672,0
1673,1
1674,1
1675,0
1676,1
1677,0
1678,1
1679,0
1680,1
1681,0
1682,1
1683,0
1684,1
1685,0
1686,0
1687,0
1688,0
1689,0
1690,0
1691,1
1692,0
1693,1
1694,0
1695,1
1696,1
1697,1
1698,1
1699,0
1700,0
1701,0
1702,1
1703,0
1704,0
1705,0
1706,0
1707,0
1708,1
1709,0
1710,1
1711,1
1712,0
1713,1
1714,0
1715,0
1716,0
1717,0
1718,0
1719,0
1720,1
1721,0
1722,0
1723,0
1724,1
1725,0
1726,0
1727,0
1728,0
1729,1
1730,0
1731,1
1732,1
1733,1
1734,1
1735,0
1736,0
1737,1
1738,0
1739,1
1740,0
1741,0
1742,1
1743,1
1744,0
1745,1
1746,0
1747,0
1748,1
1749,1
1750,0
1751,0
1752,1
1753,0
1754,0
1755,0
1756,1
1757,1
1758,0
1759,0
1760,0
1761,1
1762,0
1763,0
1764,1
1765,1
1766,1
1767,0
1768,0
1769,0
1770,1
1771,0
1772,0
1773,1
1774,1
1775,0
1776,1
1777,0
1778,0
1779,1
1780,1
1781,1
1782,0
1783,0
1784,1
1785,1
1786,1
1787,0
1788,0
1789,1
1790,0
1791,0
1792,0
1793,1
1794,0
1795,1
1796,0
1797,1
1798,1
1799,1
1800,0
1801,1
1802,1
1803,0
1804,0
1805,0
1806,0
1807,1
1808,0
1809,0
1810,0
1811,0
1812,0
1813,0
1814,0
1815,0
1816,1
1817,1
1818,0
1819,0
1820,0
1821,0
1822,1
1823,1
1824,0
1825,0
1826,1
1827,1
1828,1
1829,1
1830,0
1831,1
1832,1
1833,0
1834,1
1835,0
1836,1
1837,1
1838,1
1839,0
1840,1
1841,0
1842,1
1843,1
1844,0
1845,0
1846,1
1847,0
1848,1
1849,1
1850,0
1851,0
1852,1
1853,0
1854,0
1855,1
1856,0
1857,1
1858,0
1859,0
1860,0
1861,0
1862,0
1863,0
1864,0
1865,1
1866,0
1867,0
1868,1
1869,0
1870,0
1871,0
1872,1
1873,1
1874,0
1875,0
1876,1
1877,1
1878,1
1879,0
1880,1
1881,0
1882,1
1883,0
1884,0
1885,1
1886,1
1887,1
1888,1
1889,0
1890,0
1891,0
1892,0
1893,0
1894,1
1895,0
1896,0
1897,0
1898,0
1899,1
1900,1
1901,0
1902,0
1903,1
1904,0
1905,1
1906,1
1907,1
1908,0
1909,0
1910,0
1911,1
1912,0
1913,1
1914,1
1915,1
1916,0
1917,0
1918,0
1919,1
1920,0
1921,1
1922,0
1923,0
1924,1
1925,0
1926,1
1927,0
1928,0
1929,1
1930,0
1931,0
1932,1
1933,0
1934,0
1935,1
1936,0
1937,1
1938,1
1939,0
1940,0
1941,1
1942,0
1943,1
1944,1
1945,1
1946,0
1947,0
1948,0
1949,1
1950,1
1951,0
1952,0
1953,1
1954,0
1955,0
1956,1
1957,0
1958,0
1959,1
1960,0
1961,1
1962,0
1963,0
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,1
1971,0
1972,0
1973,0
1974,0
1975,0
1976,1
1977,0
1978,0
1979,0
1980,1
1981,0
1982,0
1983,0
1984,0
1985,0
1986,1
1987,1
1988,1
1989,0
1990,1
1991,0
1992,0
1993,0
1994,0
1995,0
1996,1
1997,1
1998,0
1999,0
2000,0
2001,0
2002,1
2003,1
2004,0
2005,0
2006,0
2007,1
2008,1
2009,0
2010,0
2011,0
2012,1
2013,1
2014,1
2015,0
2016,1
2017,1
2018,1
2019,1
2020,1
2021,0
2022,1
2023,0
2024,0
2025,1
2026,1
2027,0
2028,0
2029,1
2030,1
2031,0
2032,1
2033,1
2034,1
2035,0
2036,0
2037,1
2038,1
2039,1
2040,0
2041,0
2042,1
2043,0
2044,1
2045,1
2046,1
2047,1
2048,0
2049,0
2050,1
2051,0
2052,0
2053,0
2054,0
2055,1
2056,0
2057,0
2058,0
2059,1
2060,1
2061,0
2062,1
2063,1
2064,0
2065,0
2066,0
2067,0
2068,0
2069,0
2070,0
2071,1
2072,0
2073,0
2074,0
2075,0
2076,0
2077,1
2078,0
2079,1
2080,1
2081,0
2082,1
2083,1
2084,1
2085,1
2086,0
2087,0
2088,0
2089,1
2090,0
2091,0
2092,0
2093,1
2094,0
2095,0
2096,0
2097,0
2098,0
2099,0
2100,0
2101,1
2102,1
2103,1
2104,0
2105,1
2106,1
2107,0
2108,0
2109,0
2110,0
2111,0
2112,0
2113,1
2114,0
2115,0
2116,0
2117,0
2118,0
2119,1
2120,0
2121,1
2122,0
2123,0
2124,1
2125,0
2126,0
2127,0
2128,0
2129,0
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,0
2138,0
2139,1
2140,1
2141,0
2142,0
2143,0
2144,0
2145,1
2146,0
2147,1
2148,0
2149,0
2150,0
2151,1
2152,1
2153,1
2154,0
2155,0
2156,0
2157,1
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,0
2165,0
2166,0
2167,0
2168,0
2169,0
2170,0
2171,1
2172,1
2173,0
2174,1
2175,0
2176,0
2177,0
2178,1
2179,1
2180,0
2181,0
2182,1
2183,0
2184,0
2185,0
2186,1
2187,0
2188,0
2189,1
2190,1
2191,0
2192,1
2193,0
2194,0
2195,0
2196,1
2197,0
2198,0
2199,0
2200,1
2201,1
2202,1
2203,1
2204,0
2205,1
2206,1
2207,0
2208,1
2209,1
2210,0
2211,1
2212,1
2213,1
2214,0
2215,0
2216,0
2217,1
2218,1
2219,0
2220,0
2221,0
2222,1
2223,0
2224,1
2225,0
2226,1
2227,1
2228,1
2229,1
2230,1
2231,1
2232,1
2233,1
2234,1
2235,0
2236,0
2237,0
2238,0
2239,0
2240,1
2241,1
2242,0
2243,1
2244,1
2245,1
2246,0
2247,0
2248,1
2249,1
2250,0
2251,0
2252,0
2253,0
2254,0
2255,1
2256,0
2257,1
2258,0
2259,1
2260,1
2261,1
2262,0
2263,0
2264,0
2265,0
2266,0
2267,0
2268,1
2269,1
2270,1
2271,0
2272,1
2273,0
2274,1
2275,0
2276,0
2277,1
2278,0
2279,0
2280,0
2281,1
2282,0
2283,1
2284,0
2285,1
2286,0
2287,0
2288,1
2289,0
2290,1
2291,1
2292,0
2293,1
2294,1
2295,0
2296,1
2297,1
2298,1
2299,1
2300,0
2301,1
2302,1
2303,0
2304,0
2305,0
2306,0
2307,0
2308,1
2309,1
2310,0
2311,0
2312,0
2313,0
2314,0
2315,0
2316,1
2317,0
2318,1
2319,1
2320,1
2321,1
2322,0
2323,0
2324,0
2325,0
2326,1
2327,0
2328,0
2329,1
2330,0
2331,1
2332,1
2333,1
2334,0
2335,0
2336,1
2337,1
2338,1
2339,0
2340,1
2341,0
2342,0
2343,0
2344,0
2345,0
2346,1
2347,1
2348,1
2349,0
2350,1
2351,0
2352,0
2353,0
2354,0
2355,1
2356,1
2357,0
2358,0
2359,0
2360,0
2361,0
2362,0
2363,0
2364,1
2365,1
2366,0
2367,1
2368,0
2369,1
2370,1
2371,1
2372,0
2373,0
2374,1
2375,1
2376,1
2377,0
2378,1
2379,1
2380,0
2381,1
2382,0
2383,0
2384,1
2385,1
2386,1
2387,1
2388,0
2389,1
2390,1
2391,0
2392,0
2393,1
2394,0
2395,1
2396,0
2397,0
2398,0
2399,0
2400,1
2401,1
2402,1
2403,1
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,0
2411,0
2412,0
2413,0
2414,0
2415,0
2416,1
2417,1
2418,1
2419,1
2420,0
2421,0
2422,0
2423,1
2424,1
2425,0
2426,0
2427,0
2428,1
2429,1
2430,0
2431,1
2432,0
2433,1
2434,1
2435,0
2436,1
2437,1
2438,0
2439,1
2440,0
2441,0
2442,1
2443,0
2444,1
2445,0
2446,0
2447,0
2448,0
2449,0
2450,1
2451,0
2452,1
2453,1
2454,0
2455,1
2456,1
2457,1
2458,0
2459,0
2460,0
2461,1
2462,0
2463,1
2464,0
2465,0
2466,0
2467,0
2468,1
2469,1
2470,0
2471,1
2472,0
2473,0
2474,0
2475,1
2476,0
2477,1
2478,0
2479,0
2480,0
2481,1
2482,0
2483,1
2484,0
2485,0
2486,0
2487,0
2488,1
2489,1
2490,0
2491,0
2492,0
2493,0
2494,0
2495,0
2496,0
2497,0
2498,1
2499,1
2500,0
2501,1
2502,0
2503,0
2504,0
2505,0
2506,1
2507,0
2508,0
2509,0
2510,0
2511,1
2512,0
2513,0
2514,0
2515,0
2516,0
2517,0
2518,0
2519,1
2520,0
2521,0
2522,1
2523,0
2524,0
2525,1
2526,1
2527,1
2528,1
2529,1
2530,1
2531,1
2532,0
2533,0
2534,1
2535,1
2536,1
2537,0
2538,1
2539,0
2540,0
2541,0
2542,0
2543,0
2544,0
2545,1
2546,1
2547,0
2548,0
2549,0
2550,1
2551,1
2552,1
2553,0
2554,0
2555,0
2556,0
2557,1
2558,0
2559,0
2560,1
2561,0
2562,1
2563,0
2564,1
2565,1
2566,0
2567,1
2568,0
2569,1
2570,0
2571,1
2572,0
2573,0
2574,1
2575,1
2576,0
2577,0
2578,0
2579,0
2580,1
2581,1
2582,0
2583,1
2584,1
2585,1
2586,1
2587,1
2588,0
2589,0
2590,1
2591,1
2592,0
2593,1
2594,1
2595,1
2596,1
2597,0
2598,1
2599,0
2600,0
2601,1
2602,0
2603,0
2604,1
2605,1
2606,1
2607,0
2608,1
2609,1
2610,0
2611,0
2612,0
2613,0
2614,0
2615,0
2616,0
2617,0
2618,0
2619,0
2620,0
2621,1
2622,0
2623,0
2624,0
2625,1
2626,1
2627,1
2628,1
2629,0
2630,0
2631,0
2632,1
2633,0
2634,0
2635,0
2636,0
2637,1
2638,0
2639,1
2640,0
2641,0
2642,1
2643,0
2644,1
2645,0
2646,1
2647,1
2648,0
2649,0
2650,0
2651,1
2652,0
2653,0
2654,1
2655,1
2656,0
2657,0
2658,1
2659,0
2660,0
2661,1
2662,1
2663,0
2664,1
2665,0
2666,0
2667,0
2668,1
2669,1
2670,1
2671,0
2672,1
2673,1
2674,0
2675,0
2676,1
2677,0
2678,1
2679,0
2680,0
2681,0
2682,1
2683,1
2684,1
2685,0
2686,1
2687,0
2688,0
2689,0
2690,0
2691,1
2692,1
2693,1
2694,1
2695,0
2696,1
2697,0
2698,1
2699,0
2700,1
2701,0
2702,0
2703,1
2704,0
2705,0
2706,0
2707,0
2708,0
2709,1
2710,0
2711,0
2712,0
2713,1
2714,1
2715,1
2716,1
2717,0
2718,1
2719,0
2720,1
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,1
2729,1
2730,1
2731,1
2732,1
2733,1
2734,0
2735,1
2736,0
2737,0
2738,0
2739,1
2740,0
2741,0
2742,0
2743,1
2744,1
2745,1
2746,0
2747,0
2748,0
2749,1
2750,1
2751,1
2752,1
2753,0
2754,0
2755,0
2756,0
2757,1
2758,0
2759,1
2760,0
2761,1
2762,0
2763,1
2764,1
2765,0
2766,0
2767,1
2768,0
2769,1
2770,0
2771,0
2772,1
2773,0
2774,0
2775,0
2776,1
2777,0
2778,0
2779,0
2780,0
2781,1
2782,1
2783,0
2784,0
2785,0
2786,0
2787,0
2788,1
2789,1
2790,0
2791,1
2792,1
2793,0
2794,0
2795,1
2796,0
2797,1
2798,1
2799,1
2800,0
2801,0
2802,0
2803,0
2804,1
2805,0
2806,0
2807,0
2808,0
2809,0
2810,1
2811,0
2812,0
2813,0
2814,0
2815,0
2816,0
2817,0
2818,1
2819,0
2820,1
2821,0
2822,1
2823,0
2824,0
2825,0
2826,0
2827,1
2828,0
2829,1
2830,1
2831,1
2832,0
2833,0
2834,0
2835,0
2836,0
2837,0
2838,0
2839,1
2840,1
2841,0
2842,1
2843,1
2844,1
2845,0
2846,0
2847,0
2848,1
2849,1
2850,0
2851,0
2852,1
2853,1
2854,1
2855,0
2856,1
2857,1
2858,0
2859,1
2860,1
2861,1
2862,1
2863,1
2864,0
2865,0
2866,1
2867,1
2868,0
2869,0
2870,0
2871,0
2872,0
2873,0
2874,1
2875,1
2876,0
2877,0
2878,0
2879,0
2880,0
2881,0
2882,0
2883,0
2884,1
2885,0
2905,1
2906,1
2907,1
2908,1
2909,1
2910,1
2911,1
2912,1
2913,0
2914,0
2915,0
2916,1
2917,1
2918,1
2919,1
2920,1
2921,1
2922,1
2923,0
2924,1
2925,1
2926,1
2927,0
2928,0
2929,1
2930,1
2931,0
2932,1
2933,0
2934,0
2935,0
2936,0
2937,0
2938,1
2939,1
2940,0
2941,0
2942,0
2943,0
2944,0
2945,0
2946,1
2947,1
2948,1
2949,0
2950,0
2951,0
2952,0
2953,1
2954,0
2955,1
2956,1
2957,0
2958,0
2959,0
2960,1
2961,1
2962,0
2963,1
2964,1
2965,0
2966,1
2967,1
2968,0
2969,1
2970,0
2971,1
2972,0
2973,1
2974,0
2975,1
2976,1
2977,0
2978,0
2979,0
2980,1
2981,0
2982,1
2983,1
2984,0
2985,1
2986,1
2987,1
2988,1
2989,0
2990,1
2991,0
2992,0
2993,0
2994,1
2995,1
2996,0
2997,1
2998,0
2999,0
3000,1
3001,0
3002,0
3003,0
3004,1
3005,1
3006,1
3007,1
3008,0
3009,0
3010,1
3011,1
3012,0
3013,1
3014,1
3015,0
3016,0
